10, 137 
20, 197 
30, 428 
40, 370 
50, 892 
60, 736 
70, 589 
80, 1536 
90, 1897 
100, 975 
110, 2107 
120, 1245 
130, 1122 
140, 1182 
150, 1226 
160, 1590 
170, 1879 
180, 1780 
190, 1674 
200, 2162 
210, 3061 
220, 2002 
230, 2863 
240, 3407 
250, 2954 
260, 2266 
270, 2201 
280, 2674 
290, 2462 
300, 2611 
310, 4622 
320, 2882 
330, 4857 
340, 2985 
350, 3452 
360, 3791 
370, 4749 
380, 3547 
390, 6087 
400, 3934 
410, 4220 
420, 4484 
430, 7410 
440, 4026 
450, 6165 
460, 4340 
470, 7142 
480, 6909 
490, 4120 
500, 4920 
510, 4283 
520, 7137 
530, 4509 
540, 4580 
550, 6935 
560, 5122 
570, 4607 
580, 8880 
590, 6906 
600, 6580 
610, 5730 
620, 5009 
630, 7025 
640, 8894 
650, 6611 
660, 5386 
670, 5799 
680, 5595 
690, 8693 
700, 7263 
710, 6124 
720, 7042 
730, 6136 
740, 6381 
750, 7198 
760, 7418 
770, 7056 
780, 10133 
790, 6913 
800, 6757 
810, 11733 
820, 8308 
830, 10878 
840, 10707 
850, 8561 
860, 7521 
870, 8060 
880, 7093 
890, 13750 
900, 11335 
910, 7917 
920, 9442 
930, 7701 
940, 9551 
950, 10366 
960, 10029 
970, 8393 
980, 9550 
990, 9687 
1000, 10154 
