877, 22 
988, 25 
274, 22 
583, 13 
427, 25 
658, 22 
460, 28 
80, 22 
763, 22 
707, 22 
695, 28 
918, 16 
331, 25 
424, 22 
286, 16 
392, 16 
348, 13 
606, 25 
444, 19 
675, 34 
557, 31 
658, 16 
592, 19 
342, 13 
988, 16 
345, 28 
826, 16 
919, 25 
717, 28 
135, 13 
996, 22 
617, 22 
842, 34 
479, 31 
938, 34 
740, 25 
504, 19 
617, 34 
924, 28 
459, 16 
899, 19 
299, 13 
784, 16 
449, 25 
492, 16 
799, 13 
571, 28 
912, 19 
693, 22 
926, 19 
639, 22 
609, 28 
979, 16 
766, 16 
755, 28 
969, 19 
712, 28 
544, 25 
658, 25 
633, 19 
493, 22 
913, 22 
963, 22 
113, 10 
918, 13 
643, 19 
958, 19 
698, 25 
959, 22 
552, 25 
173, 22 
522, 19 
521, 13 
938, 28 
912, 10 
331, 28 
751, 22 
166, 22 
344, 19 
468, 16 
384, 25 
916, 25 
258, 13 
637, 22 
961, 22 
994, 22 
544, 16 
767, 28 
354, 25 
897, 22 
791, 25 
780, 28 
220, 19 
735, 16 
927, 16 
732, 28 
571, 22 
698, 19 
444, 28 
384, 19 
