6765, 61492 
4181, 38003 
2584, 23486 
1597, 14514 
987, 8969 
610, 5542 
377, 3424 
233, 2115 
144, 1306 
89, 806 
55, 497 
34, 306 
21, 188 
13, 115 
8, 70 
5, 42 
3, 25 
2, 14 
1, 8 
1, 3 
