1,1
2,2
3,2
4,3
5,3
6,3
7,2
8,3
9,4
10,4
11,5
12,3
13,3
14,4
15,5
16,4
17,5
18,5
19,3
20,4
21,3
22,5
23,4
24,4
25,3
26,4
27,5
28,5
29,5
30,4
31,7
32,3
33,3
34,4
35,4
36,5
37,5
38,4
39,5
40,5
41,5
42,5
43,7
44,3
45,4
46,5
47,5
48,7
49,5
50,5
51,5
52,7
53,5
54,7
55,2
56,4
57,4
58,5
59,4
60,4
61,5
62,4
63,5
64,6
65,5
66,6
67,5
68,4
69,6
70,6
71,4
72,6
73,7
74,6
75,7
76,8
77,4
78,5
79,4
80,5
81,5
82,5
83,7
84,5
85,7
86,7
87,4
88,5
89,6
90,7
91,6
92,8
93,7
94,7
95,7
96,8
97,8
98,3
99,4
100,5
101,4
102,5
103,5
104,5
105,6
106,3
107,5
108,4
109,6
110,5
111,7
112,5
113,5
114,6
115,7
116,3
117,4
118,5
119,5
120,5
121,5
122,4
123,5
124,6
125,6
126,7
127,5
128,7
129,7
130,7
131,6
132,7
133,8
134,7
135,7
136,3
137,4
138,5
139,6
140,5
141,6
142,6
143,7
144,7
145,7
146,6
147,6
148,6
149,7
150,8
151,7
152,6
153,7
154,8
155,6
156,7
157,7
158,5
159,6
160,7
161,7
162,7
163,7
164,7
165,6
166,8
167,9
168,7
169,7
170,8
171,9
172,9
173,4
174,3
175,5
176,4
177,5
178,4
179,5
180,5
181,7
182,4
183,4
184,4
185,6
186,5
187,6
188,5
189,5
190,8
191,3
192,5
193,5
194,6
195,5
196,5
197,5
198,7
199,4
200,6
201,6
202,7
203,6
204,5
205,7
206,8
207,9
208,4
209,4
210,5
211,4
212,5
213,6
214,6
215,6
216,5
217,7
218,5
219,7
220,7
221,6
222,8
223,4
224,7
225,6
226,6
227,6
228,8
229,7
230,7
231,7
232,7
233,9
234,6
235,7
236,8
237,6
238,7
239,8
240,8
241,8
242,9
243,5
244,5
245,4
246,6
247,7
248,5
249,6
250,7
251,7
252,4
253,6
254,5
255,6
256,6
257,6
258,7
259,6
260,7
261,9
262,5
263,5
264,7
265,5
266,6
267,7
268,7
269,8
270,6
271,7
272,7
273,7
274,9
275,7
276,9
277,9
278,9
279,5
280,6
281,8
282,7
283,8
284,6
285,7
286,8
287,6
288,7
289,8
290,6
291,8
292,8
293,8
294,7
295,7
296,8
297,9
298,8
299,9
300,7
301,7
302,8
303,9
304,8
305,9
306,7
307,9
308,9
309,10
310,3
311,5
312,4
313,3
314,4
315,5
316,4
317,5
318,7
319,3
320,4
321,5
322,5
323,6
324,7
325,5
326,5
327,4
328,6
329,7
330,5
331,6
332,7
333,8
334,5
335,6
336,7
337,7
338,5
339,6
340,8
341,7
342,7
343,4
344,5
345,6
346,5
347,5
348,6
349,7
350,6
351,5
352,5
353,6
354,7
355,6
356,6
357,8
358,7
359,6
360,8
361,5
362,5
363,7
364,7
365,6
366,6
367,7
368,7
369,7
370,7
371,8
372,9
373,8
374,9
375,9
376,5
377,7
378,4
379,5
380,6
381,7
382,5
383,7
384,5
385,6
386,7
387,8
388,7
389,8
390,9
391,4
392,5
393,6
394,6
395,7
396,6
397,8
398,6
399,7
400,7
401,8
402,5
403,8
404,7
405,7
406,8
407,8
408,7
409,8
410,5
411,5
412,6
413,7
414,6
415,6
416,7
417,9
418,7
419,6
420,8
421,8
422,7
423,9
424,9
425,6
426,7
427,7
428,7
429,8
430,9
431,8
432,7
433,8
434,9
435,9
436,7
437,8
438,9
439,10
440,5
441,5
442,4
443,5
444,7
445,5
446,4
447,7
448,8
449,5
450,7
451,7
452,8
453,5
454,5
455,5
456,6
457,7
458,7
459,7
460,7
461,8
462,7
463,7
464,7
465,8
466,7
467,9
468,9
469,4
470,5
471,7
472,6
473,8
474,5
475,7
476,7
477,8
478,9
479,8
480,7
481,7
482,8
483,5
484,6
485,7
486,7
487,7
488,7
489,8
490,9
491,9
492,8
493,7
494,8
495,8
496,8
497,9
498,8
499,9
500,9
501,10
502,11
503,5
504,7
505,7
506,5
507,7
508,8
509,7
510,8
511,7
512,8
513,7
514,8
515,8
516,7
517,8
518,9
519,7
520,8
521,7
522,8
523,7
524,9
525,8
526,7
527,7
528,8
529,9
530,9
531,10
532,9
533,7
534,7
535,7
536,8
537,7
538,7
539,7
540,7
541,8
542,8
543,9
544,8
545,8
546,9
547,9
548,9
549,11
550,8
551,7
552,8
553,9
554,9
555,9
556,9
557,10
558,8
559,9
560,9
561,9
562,11
563,11
564,11
565,3
566,5
